Has_Automatic_Payments_Set,Employment_Status,Income_Level,Family_Size,Average_Payment_Delay_Days,Payment_Method,Seasonal_Factors,Frequency_of_Mobile_App_Usage,Number_of_Children,Payment_History_1M,Payment_History_3M,Payment_History_6M,Total_Debt,Last_Debt_Payment_Date,Utility_Usage_Last_Month,Utility_Usage_Trend_3M,Previous_Penalties,SMS_Notifications_Opt_In,Email_Notifications_Opt_In,Number_of_Utility_Services,Residence_Type,Age,Is_Delinquent
0.9736842105263157,0.967383827200436,0.005275685060766104,0.7555302914187988,0.5,0.1,0.12121212121212122,0.0,0.879277566539924,0.16666666666666666,0.00045485558335228563,0.28385899814471244,0.25,0.8912237721646021,0.4317825683974688,0.6004922448713654,0.5816831683168316,0.9935907308749563,0.0,0.044009565920539125,0.8632155830118755,0.5985965655319819,1.0
0.9473684210526316,0.13639534647997564,0.0014194940782302733,0.1982485537983787,0.0,0.5,0.2727272727272727,0.0,0.879277566539924,0.11666666666666667,0.006621667919053667,0.23821892393320965,0.3333333333333333,0.9324438638505184,0.43091572258266714,0.46397822732411065,0.8366336633663366,0.9935907308749563,0.0,0.011007447802563766,0.8632155830118755,0.29080351933538895,1.0
0.34210526315789475,0.0,0.0011965467990402872,0.17831260524039655,0.0,0.4,0.15151515151515152,0.0,0.879277566539924,0.18333333333333332,0.0020468501250852852,0.4426716141001855,0.3333333333333333,0.8912237721646021,0.31998613046696317,0.2486283250752922,0.5272277227722773,0.0,0.0,0.017763340096400508,0.0,0.2552188975091482,1.0
0.9210526315789473,0.5260853631184759,0.001901391199653435,0.2670028152877235,0.6000000000000001,0.6000000000000001,0.15151515151515152,0.4444444444444444,1.0,0.26666666666666666,0.0038662724584944278,0.10538033395176252,0.3333333333333333,0.9324438638505184,0.9248177956777734,0.4784665646195052,0.8737623762376238,0.0,0.8771902960742465,0.011769201665167357,0.8632155830118755,0.23997334870003617,1.0
0.6578947368421053,0.13639534647997564,0.0009127295011271662,0.1289437774970003,0.4,0.7000000000000001,0.36363636363636365,0.1111111111111111,0.8867497168742922,0.2,0.0015919945417329998,0.608534322820037,0.5,0.9999242348779482,0.9297454807326847,0.1416081952425965,0.7920792079207921,0.884923576422068,0.0776352961816182,0.021819581026286537,0.0,0.17469161931709484,1.0
0.5263157894736843,0.3647163782111882,0.0009927041017228075,0.14676579882861707,0.2,0.4,0.2727272727272727,0.1111111111111111,0.8478048780487805,0.08333333333333333,0.001137138958380714,0.08645640074211504,0.3333333333333333,0.8912237721646021,0.2444705239082744,0.32663250325514404,0.7227722772277227,0.0,0.08488465618369309,0.013844848514625207,0.7234161582240759,0.2275163264603036,1.0
0.9210526315789473,0.48048935223070544,0.00035027450567444196,0.0606364954420031,0.5,0.5,0.21212121212121213,0.0,0.879277566539924,0.15,0.006621667919053667,0.06048237476808905,0.08333333333333333,0.8912237721646021,0.6191612933339556,0.24102734161070283,0.0,0.9935907308749563,0.0,0.06290581146000222,0.0,0.18305780713202982,1.0
0.31578947368421056,0.7011264033472173,0.0011920992874346465,0.16321624441300397,0.7000000000000001,0.6000000000000001,0.48484848484848486,0.4444444444444444,1.0,0.3833333333333333,0.006621667919053667,0.6705009276437848,0.08333333333333333,0.9999242348779482,0.04129520100820836,0.36242831530399067,0.5297029702970297,0.884923576422068,0.5061028154667341,0.016737376016204973,0.8687391099882653,0.1658197897264452,1.0
0.8157894736842106,0.36349735956471463,0.001144337832753381,0.15412431484335365,0.7000000000000001,0.30000000000000004,0.5151515151515151,0.0,0.879277566539924,0.2833333333333333,0.0034114168751421424,0.28014842300556586,0.08333333333333333,0.9999242348779482,0.28697264101247594,0.21853952062472182,0.7995049504950495,0.884923576422068,0.0,0.006778985818257407,0.8632155830118755,0.2765176216880658,1.0
0.5526315789473684,0.5260853631184759,0.0006993088835659186,0.26942671255708994,0.4,0.7000000000000001,0.4242424242424243,0.4444444444444444,1.0,0.43333333333333335,0.002729133500113714,0.4252319109461967,0.08333333333333333,0.9999242348779482,0.5849275516940168,0.48049063464146813,0.0,0.9935907308749563,0.3914521661022441,0.004444635010631122,0.8632155830118755,0.18735905181929777,1.0
