Age,Occupation,Income_Level,Family_Size,Payment_History,Tenancy_Duration,Total_Bills_Last_Year,Average_Monthly_Bill,Previous_Arrears,Housing_Type,Payment_Method,Recent_Communication,Debt_Notification_Count,Last_Payment_Date,Utility_Usage,Contract_Type,Seasonal_Factors,Is_Delinquent
0.7105263157894737,0.950889763308716,0.0006358230219725,0.1087520655237319,0.7000000000000001,0.7000000000000001,0.1111111111111111,0.8867497168742922,0.4666666666666667,0.0022742779167614,0.4972170686456401,0.3333333333333333,0.9324438638505184,0.0885449659596316,0.3498999263735731,0.8242574257425742,0.0076548250813238,1.0
0.4736842105263157,0.7011264033472173,0.0050074156582439,0.7095700627145096,0.4,0.4,0.2222222222222222,0.8777777777777778,0.1333333333333333,0.0027291335001137,0.423747680890538,0.0,0.8912237721646021,0.1323873600544112,0.4950407044257512,0.8613861386138614,1.0,1.0
0.7105263157894737,0.3647163782111882,0.0008912174178519,0.1390073033629729,0.6000000000000001,0.6000000000000001,0.6666666666666666,1.0,0.3666666666666666,0.0040937002501705,0.7168831168831169,0.6666666666666666,0.9324438638505184,0.3196794004094179,0.5151636124849457,0.5272277227722773,0.0059909953276405,1.0
0.2105263157894736,0.3634973595647146,0.0011445279856801,0.1615303386444725,0.1,0.5,0.1111111111111111,0.8937768240343348,0.1666666666666666,0.0009097111667045,0.3706864564007421,0.5833333333333333,0.9324438638505184,0.933772979749148,0.4045593107770078,0.8242574257425742,0.0204220982335279,1.0
0.4473684210526316,0.5260853631184759,0.0039634165644102,0.5559684745777342,0.1,0.6000000000000001,0.2222222222222222,0.8409090909090909,0.0666666666666666,0.0020468501250852,0.0727272727272727,0.5,0.9324438638505184,0.4159392941207849,0.4550868854228256,0.7475247524752475,0.1073641626522611,1.0
0.2105263157894736,0.5458978195319908,0.0004142766738014,0.0900906459284458,0.4,0.2,0.0,0.879277566539924,0.0333333333333333,0.0,0.2371057513914656,0.4166666666666666,0.8912237721646021,0.0285325633964352,0.3152305034122764,0.9108910891089108,0.0040158757084062,1.0
0.1578947368421052,0.7011264033472173,0.0038729653643041,0.2694267125570899,0.8,0.7000000000000001,0.1111111111111111,0.8478048780487805,0.15,0.0029565612917898,0.7120593692022265,0.5,0.9999242348779482,0.7433336222819383,0.3904037443626602,0.0,0.0404387467158398,1.0
0.6578947368421053,0.5260853631184759,0.0003070934629595,0.2694267125570899,0.3,0.5,0.4444444444444444,1.0,0.15,0.0066216679190536,0.0816326530612245,0.0833333333333333,0.9999242348779482,0.5326700851509313,0.4100933979293777,0.4876237623762376,0.0162951243367765,1.0
0.5526315789473684,0.5458978195319908,0.0006257860477611,0.2694267125570899,0.3,0.2,0.4444444444444444,1.0,0.0166666666666666,0.0004548555833522,0.2467532467532467,0.3333333333333333,0.8912237721646021,0.390720748954784,0.2261900242431156,0.6707920792079208,0.0118532066798574,1.0
0.1052631578947368,0.950889763308716,0.0008240000117597,0.1445250901343169,0.7000000000000001,0.3,0.2222222222222222,0.8245614035087719,0.15,0.0036388446668182,0.7291280148423005,0.5833333333333333,0.9999242348779482,0.5510072081563524,0.2777745360511365,0.5841584158415841,0.0081578714808988,1.0
0.5263157894736843,0.3647163782111882,0.0035039715431217,0.488518363889388,0.4,0.2,0.3333333333333333,0.9615384615384616,0.4666666666666667,0.0022742779167614,0.6356215213358071,0.6666666666666666,0.9999242348779482,0.8442544792590468,0.4578973333037082,0.3465346534653465,0.0242576574390115,1.0
0.0526315789473684,0.950889763308716,0.0024838101855322,0.3679615444217127,0.4,0.4,0.1111111111111111,0.8867497168742922,0.1333333333333333,0.0066216679190536,0.2014842300556586,0.6666666666666666,0.9324438638505184,0.5640165634231075,0.1508231220556156,0.8861386138613861,0.0629058114600022,1.0
0.2368421052631579,0.4270297359112476,0.0007519998461844,0.1364580197473843,0.3,0.6000000000000001,0.3333333333333333,0.9473684210526316,0.4833333333333333,0.0020468501250852,0.2163265306122449,0.5833333333333333,0.9999242348779482,0.8413072034887211,0.6662770780531095,0.5123762376237624,0.0065525802363377,1.0
0.763157894736842,0.3634973595647146,0.0051934410263276,0.7257528961482891,0.1,0.3,0.1111111111111111,0.8937768240343348,0.05,0.0025017057084375,0.3562152133580705,0.0833333333333333,0.8912237721646021,0.5543812387893499,0.4330752873512298,0.6138613861386139,0.0411405073936592,1.0
0.131578947368421,0.6093470959998655,0.0004171395087883,0.0764660390842947,0.3,0.4,0.5555555555555556,1.0,0.45,0.0020468501250852,0.1803339517625232,0.5,0.9999242348779482,0.6320306196613967,0.5078724306297657,0.5346534653465347,0.0048076010883749,1.0
0.8157894736842106,0.7011264033472173,0.0043538621159823,0.6036415226064982,0.4,0.4,0.1111111111111111,0.8899521531100478,0.1,0.0027291335001137,0.6612244897959184,0.0833333333333333,0.8912237721646021,0.8740272989751215,0.8229520023614318,0.8886138613861386,0.0095363745206221,1.0
0.4999999999999999,0.950889763308716,0.0004305359891638,0.0889245611052116,0.3,0.3,0.4444444444444444,1.0,0.4333333333333333,0.0027291335001137,0.4679035250463821,0.5833333333333333,0.9999242348779482,0.961445365375511,0.2510734590211958,0.1732673267326732,0.00862221133846,1.0
